,Title,CourseType,Source,Link,Content
233,Superior Program in Community Manager,Media Course,Spain Business School,https://www.academiccourses.com/Superior-Program-in-Community-Manager/Spain/Spain-Business-School/,"The Superior Program in Community Manager is focused on all those people who want to manage and strategically position their brand, or that of their company, on the Internet,                                             ...                                                    "
234,Media Management,Media Course,London Business Training & Consulting,https://www.academiccourses.com/Media-Management/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this media courses, you will be able to understand: three main ways in which media can be classified; differences between linear and interactive media; tren                                            ...                                                    "
235,Certificate Program in Graphics and Multimedia,Media Course,Manipal Academy of Higher Education Dubai,https://www.academiccourses.com/Certificate-Program-in-Graphics-and-Multimedia/United-Arab-Emirates/Manipal-Academy-of-Higher-Education-Dubai/,"The Certificate Course in Graphics and Multimedia offers these benefits: access to state-of-the-art lab facilities, multimedia lab, sound studio, post-production and video edi                                            ...                                                    "
236,Social Media Academic Credit Certificate of Achievement,Media Course,Brookdale Community College,https://www.onlinestudies.com//Social-Media-Academic-Credit-Certificate-of-Achievement/USA/Brookdale-Community-College/,This certificate is designed for individuals or businesses to use social media to build a web presence or brand. Graduates of this program will be able to identify the audienc                                            ...                                                    
237,Making Sense of Data in the Media Course - The University of Sheffield,Media Course,FutureLearn,https://www.onlinestudies.com/Making-Sense-of-Data-in-the-Media-Course-The-University-of-Sheffield/United-Kingdom/FutureLearn/,"Discover how to read and understand data in the media, and how to spot fake news based on misleading statistics."
238,Associate of Arts Degree - Media Arts,Media Course,San Jose City College,https://www.academiccourses.com//Associate-of-Arts-Degree-Media-Arts/USA/San-Jose-City-College/,"The Media Arts program is a unique, interdisciplinary approach to the converging fields of journalism, communication, and new media technology. It responds to the need for peo                                            ...                                                    "
239,"Graduate Diploma: Art, Design & Media",Media Course,University for the Creative Arts,https://www.academiccourses.com/Graduate-Diploma-Art-Design-and-Media/United-Kingdom/University-for-the-Creative-Arts/,"The course has been created to support international students who have not previously studied in the UK education system, helping them to successfully progress to postgraduate                                            ...                                                    "
240,Diploma/Advanced Diploma of Social Media & Marketing,Media Course,Pacific Training Group,https://www.academiccourses.com/DiplomaAdvanced-Diploma-of-Social-Media-and-Marketing/Australia/Pacific-Training-Group/,"Social media marketing is one of the fastest-growing industries globally. By studying this Diploma, you will not only learn all there is to know about social media, but you wi                                            ...                                                    "
241,Undergraduate Pathway in Media,Media Course,Birmingham City University International College,https://www.academiccourses.com/Undergraduate-Pathway-in-Media/United-Kingdom/Birmingham-City-University-International-College/,The School of Media’s facilities are used by the industry as well as Media students! The School’s permanent green screen studio is one of the largest in the UK. As a Media stu                                            ...                                                    
242,Social Media Marketing Course,Media Course,BrainStation,https://www.academiccourses.com/Social-Media-Marketing-Course/USA/BrainStation/,"BrainStation's Social Media Marketing Course is designed to introduce key social media concepts, tools, and best practices. Taught by industry-leading professionals, the cours                                            ...                                                    "
243,How to Create Great Online Content Course - University of Leeds,Media Course,FutureLearn,https://www.onlinestudies.com/How-to-Create-Great-Online-Content-Course-University-of-Leeds/United-Kingdom/FutureLearn/,Discover what makes online content success and learn how to create engaging content that's in line with your business goals.
244,Ethical Social Media Course - University of Sydney,Media Course,FutureLearn,https://www.onlinestudies.com/Ethical-Social-Media-Course-University-of-Sydney/United-Kingdom/FutureLearn/,"Explore online identity, social media communities and their users alongside the most common ethical debates in social media."
245,Digital Media Analytics: Earned Media Course - Purdue University,Media Course,FutureLearn,https://www.onlinestudies.com/Digital-Media-Analytics-Earned-Media-Course-Purdue-University/United-Kingdom/FutureLearn/,Learn about the importance of earned media and how to evaluate it so you can understand how to improve your online presence.
246,Digital Media Analytics: Introduction Course - Purdue University,Media Course,FutureLearn,https://www.onlinestudies.com/Digital-Media-Analytics-Introduction-Course-Purdue-University/United-Kingdom/FutureLearn/,Learn how to analyse social and digital media and how to turn this data into useful insights and actions.
247,Digital Media Analytics: Social Media Research Plans Course - Purdue University,Media Course,FutureLearn,https://www.onlinestudies.com/Digital-Media-Analytics-Social-Media-Research-Plans-Course-Purdue-University/United-Kingdom/FutureLearn/,Get to grips with social media analytics and prepare to launch your own social media analytics project.
248,Digital Media Analytics: Using 'Listening Data' Course - Purdue University,Media Course,FutureLearn,https://www.onlinestudies.com/Digital-Media-Analytics-Using-Listening-Data-Course-Purdue-University/United-Kingdom/FutureLearn/,Explore different social listening tools and discover advanced social media analytics.
249,Digital Skills: Social Media Course - Accenture,Media Course,FutureLearn,https://www.onlinestudies.com/Digital-Skills-Social-Media-Course-Accenture/United-Kingdom/FutureLearn/,"Learn how to use social media for business, from creating a social media presence to measuring success."
250,Create a Professional Online Presence Course - University of Leeds,Media Course,FutureLearn,https://www.onlinestudies.com/Create-a-Professional-Online-Presence-Course-University-of-Leeds/United-Kingdom/FutureLearn/,Does your social media presence reflect who you are as a professional? Build your online presence to boost your employability.
251,Create a Social Media Marketing Campaign Course - University of Leeds,Media Course,FutureLearn,https://www.onlinestudies.com/Create-a-Social-Media-Marketing-Campaign-Course-University-of-Leeds/United-Kingdom/FutureLearn/,Learn to plan and launch a successful social media marketing campaign with the Institute of Coding and the University of Leeds.
252,Why We Post: the Anthropology of Social Media Course - UCL (University College London),Media Course,FutureLearn,https://www.onlinestudies.com/Why-We-Post-the-Anthropology-of-Social-Media-Course-UCL-(University-College-London)/United-Kingdom/FutureLearn/,"Discover the varying uses of social media around the world and its consequences for politics, relationships and everyday life."
253,Social Media in Healthcare: Opportunities and Challenges Course - Taipei Medical University,Media Course,FutureLearn,https://www.onlinestudies.com/Social-Media-in-Healthcare-Opportunities-and-Challenges-Course-Taipei-Medical-University/Taiwan/FutureLearn/,"Understand how social media is used in healthcare, to improve communication and information sharing, with this free online course."
254,"International Foundation in Art, Design and Media",Media Course,University for the Creative Arts,https://www.academiccourses.com/International-Foundation-in-Art-Design-and-Media/United-Kingdom/University-for-the-Creative-Arts/,"Dedicated to preparing international students for an undergraduate degree in the UK, this course celebrates the culture of each student whilst providing vital insight into Hig                                            ...                                                    "
255,"International Foundation in Art, Design and Media (with 5 weeks English)",Media Course,University for the Creative Arts,https://www.academiccourses.com/International-Foundation-in-Art-Design-and-Media-(with-5-weeks-English)/United-Kingdom/University-for-the-Creative-Arts/,"Our International Foundation is fully integrated with English language teaching, helping you to reach your IELTS target for undergraduate-level study. Dedicated to preparing i                                            ...                                                    "
256,Expert Course in Sport Social Media Manager,Media Course,UNISPORT MANAGEMENT SCHOOL,https://www.academiccourses.com/Expert-Course-in-Sport-Social-Media-Manager/Spain/UNISPORT-MANAGEMENT-SCHOOL/,"Today more than ever the creation of the personal brand is a determining factor when it comes to evolve in the sports field, as well as from the entity to know how to manage t                                            ...                                                    "
257,"Associate in Applied Science, Information Technology - Interactive Multimedia",Media Course,Delaware County Community College,https://www.academiccourses.com/Associate-in-Applied-Science-Information-Technology-Interactive-Multimedia/USA/DCCC/,The Interactive Multimedia specialization prepares students for the design and development of multimedia programs and websites that combine a variety of audiovisual elements i                                            ...                                                    
258,DHEC production / distribution,Media Course,ESRA - École Supérieure de Réalisation Audiovisuelle,https://www.academiccourses.com/DHEC-Production-Distribution/France/ESRA-École-Supérieure-de-Réalisation-Audiovisuelle/,"Provide a solid theoretical foundation students in economics, law or history of cinema and audiovisual, which will allow them, during their future careers, enrich their percep                                            ...                                                    "
259,Ists,Media Course,ESRA - École Supérieure de Réalisation Audiovisuelle,https://www.academiccourses.com/Ists/France/ESRA-École-Supérieure-de-Réalisation-Audiovisuelle/,"The school offers its two-year course of Technician its core with specializations in the third year around the Sound Broadcasting, Sound of Music, Radio and Sound events."
260,Summer Course in Digital Strategy and Social Media,Media Course,IED – Istituto Europeo di Design Madrid,https://www.academiccourses.com//Summer-Course-in-Digital-Strategy-and-Social-Media/Spain/IED-Madrid/,"The Digital Strategy and Social Media Summer Course is divided into two parts, each one lasting two weeks."
261,Summer Course in Visual Storytelling,Media Course,IED – Istituto Europeo di Design Madrid,https://www.academiccourses.com//Summer-Course-in-Visual-Storytelling/Spain/IED-Madrid/,This course is a one-week workshop related with visual arts. Learn to develop visual concepts and create content for digital media!
262,Undefined,Media Course,IED – Istituto Europeo di Design Madrid,https://www.academiccourses.com/Undefined/Spain/IED-Madrid/,text
263,"Arts, Design and Media Preparatory Program",Media Course,L’École De Design Nantes Atlantique,https://www.academiccourses.com/Arts-Design-and-Media-Preparatory-Program/France/L’École-De-Design-Nantes-Atlantique/,"The Arts, Design, and Media foundations studies is specifically tailored for French-­speaking international students who wish to pursue their undergraduate studies in a French                                            ...                                                    "
264,Certificate in Digital Content Management,Media Course,Emerson College,https://www.onlinestudies.com/Certificate-in-Digital-Content-Management/USA/Emerson-College/,"Advance your career with our online Digital Content Management graduate certificate. You’ll learn what it takes to successfully create, analyze, and manage content for compani                                            ...                                                    "
265,Diploma in Communication Studies,Media Course,UNITAR,https://www.academiccourses.com/Diploma-in-Communication-Studies/Malaysia/UNITAR/,Diploma in Communication Studies is designed for those who would like to understand and appreciate the various media channels and forms of communication. The program also prov                                            ...                                                    
266,Higher Certificate in Radio & Podcasting,Media Course,AFDA,https://www.academiccourses.com/Higher-Certificate-in-Radio-and-Podcasting/South-Africa/AFDAx/,The Higher Certificate (HC) Courses serve a dual function. First and foremost it is a one-year foundation course designed to offer students access into the first year of under                                            ...                                                    
267,Expert in Digital Content Management,Media Course,Escuela Unidad Editorial,https://www.academiccourses.com/Expert-in-Digital-Content-Management/Spain/Escuela-Unidad-Editorial/,"The program is aimed at communication and marketing professionals who generate content, should give them visibility and meet measurable objectives on all types of digital webs                                            ...                                                    "
268,Expert in Corporate Reputation in Digital Environments,Media Course,Escuela Unidad Editorial,https://www.academiccourses.com/Expert-in-Corporate-Reputation-in-Digital-Environments/Spain/Escuela-Unidad-Editorial/,The Expert program in Corporate Reputation in digital environments is aimed at communication professionals who want to specialize or update their training in this area. The co                                            ...                                                    
269,Diploma in Graphic and Multimedia Design,Media Course,Sunway University,https://www.academiccourses.com/Diploma-in-Graphic-and-Multimedia-Design/Malaysia/Sunway-University/,"Students will learn about various aspects and techniques of graphic including its design application to packaging, corporate identity, publication design, environmental graphi                                            ...                                                    "
270,Diploma in New Media Production and Design,Media Course,SAIT - Southern Alberta Institute of Technology,https://www.academiccourses.com/Diploma-in-New-Media-Production-and-Design/Canada/SAIT-Southern-Alberta-Institute-of-Technology/,New Media Production and Design is a technology centred program that promotes critical thinking to develop engaging content for web-based user experiences and provides compreh                                            ...                                                    
271,Graduate Certificate in Interactive Media Management (Online),Media Course,Centennial College,https://www.onlinestudies.com/Graduate-Certificate-in-Interactive-Media-Management-(Online)/Canada/Centennial-College/,"The heart of Centennial College's Interactive Media Management program is user experience (UX). Through this offering, your ability to design and create meaningful interactive                                            ...                                                    "
272,Diploma in Digital Filmmaking,Media Course,Centre for Arts and Technology,https://www.academiccourses.com/Diploma-in-Digital-Filmmaking/Canada/Centre-for-Arts-and-Technology/,"Learn everything there is to know about digital filmmaking from the Centre for Arts and Technology digital film school. At one of the leading digital film schools in Canada, o                                            ...                                                    "
273,Short Course in Social Media and Online Marketing,Media Course,International Business School the Hague,https://www.onlinestudies.com/Short-Course-in-Social-Media-and-Online-Marketing/Netherlands/IBSH/,Social media marketing (SMM) is fast becoming a major part of the marketing efforts of many companies. Marketing via social media offers major advantages for marketers but als                                            ...                                                    
274,Graduate Diploma in Sports Media,Media Course,University of Technology Sydney,https://www.academiccourses.com/Graduate-Diploma-in-Sports-Media/Australia/UTS/,"The Graduate Diploma in Sports Media equips students with the skills, techniques and knowledge to build careers across multiple areas of sports management, administration, jou                                            ...                                                    "
275,Diploma in Social Media Marketing and Co-op,Media Course,Canadian College of English Language,https://www.academiccourses.com/Diploma-in-Social-Media-Marketing-and-Co-op/Canada/CanadianCollege/,This program is designed for students pursuing a career within the field of social media marketing. The coursework gives students an understanding of the processes and techniq                                            ...                                                    
276,First Level Academic Degree in Multimedia Design,Media Course,Sida Group Management Academy,https://www.academiccourses.com/First-Level-Academic-Degree-in-Multimedia-Design/Italy/Sida-Group-Management-Academy/,"The future is today! learn to design applications, to take care of graphics and functionality. Don't stop at ideas, find out how to implement them."
277,Rome - Film & Media Studies,Media Course,IES Abroad,https://www.academiccourses.com/Rome-Film-and-Media-Studies/Italy/IES-Abroad/,"Designed to take you inside Italian cinema, our Film & Media Studies Program makes Rome the set of your study abroad adventure. It’s here you will connect your passion to                                             ...                                                    "
278,"Summer Course in Media and Gender: Representations, Subjectivities and Power",Media Course,SOAS University of London,https://www.academiccourses.com/Summer-Course-in-Media-and-Gender-Representations-Subjectivities-and-Power/United-Kingdom/SOAS/,This three-week interdisciplinary course addresses the intersection of gender and media through developing a critical understanding of how ‘gender’ helps shape media texts and                                            ...                                                    
279,"Stand Up or Shut Up?: Media, Propaganda and Social Change",Media Course,SOAS University of London,https://www.academiccourses.com/Stand-Up-or-Shut-Up-Media-Propaganda-and-Social-Change/United-Kingdom/SOAS/,This course investigates the complex inter-relationships between media and social transformation in the People’s Republic of China since 1949. Through a detailed engagement wi                                            ...                                                    
280,Facebook for Business Online Course,Media Course,Acudemy,https://www.onlinestudies.com/Facebook-for-Business-Online-Course/United-Kingdom/Acudemy/,Facebook is the world’s largest social network. With over a billion users it’s very likely that a proportion of your target customer audience will have a Facebook account. In                                             ...                                                    
281,Social Media for Business Online Course,Media Course,Acudemy,https://www.onlinestudies.com/Social-Media-for-Business-Online-Course/United-Kingdom/Acudemy/,The Internet has changed our lives both personally and commercially. The boundaries between personal and business communication are now much less defined. Three-quarters of us                                            ...                                                    
282,Certificate in Digital Marketing & Media,Media Course,ISB International School Of Business Dublin,https://www.academiccourses.com/Certificate-in-Digital-Marketing-and-Media/Ireland/ISB-International-School-Of-Business-Dublin/,This programme is designed for undergraduate business students who have a particular interest in the new and fast-changing digital world of marketing and media.This is a study                                            ...                                                    
283,Public Relations and Media Skills Workshop,Media Course,Convertas,https://www.academiccourses.com/Public-Relations-and-Media-Skills-Workshop/United-Arab-Emirates/Convertas/,"At a senior level, there is a need to practice communication strategies that are highly impressive. This includes written and verbal communication as well as body language, re                                            ...                                                    "
284,Advanced Diploma in Multimedia,Media Course,EDULINK INTERNATIONAL COLLEGE NAIROBI,https://www.academiccourses.com/Advanced-Diploma-in-Multimedia/Kenya/EdulinkInternational/,"Arena Multimedia Specialist Programme (AMSP) is a two year Advanced Diploma course which effectively trains you in 2D and 3D, Animation, Multimedia, Web Designing and Gaming."
285,Certificate in Multimedia (CIM),Media Course,EDULINK INTERNATIONAL COLLEGE NAIROBI,https://www.academiccourses.com/Certificate-in-Multimedia-(CIM)/Kenya/EdulinkInternational/,This Course lays the foundation for learning Graphics skills. To prepare the student to acquire concepts of digital graphics and equip them with a thorough knowledge of creati                                            ...                                                    
286,Intensive Language & Culture,Social Science Course,Georgetown University School of Continuing Studies,https://www.academiccourses.com/Intensive-Language-and-Culture/USA/Georgetown-University-School-of-Continuing-Studies/,"Improve your written and conversational English skills while experiencing the excitement and culture of Washington, D.C. Designed for students with intermediate- or advanced-l                                            ...                                                    "
287,Advanced Certificate in Clinical Mental Health Counselling (Online),Social Science Course,Medaille College,https://www.onlinestudies.com//Advanced-Certificate-in-Clinical-Mental-Health-Counselling-(Online)/USA/Medaille-College/,Medaille's advanced certificate in clinical mental health counseling is designed for students with a master’s degree in a related field who wish to pursue mental health counse                                            ...                                                    
288,Post-Bachelor's Certificate in Government Analytics,Social Science Course,"Johns Hopkins University, Advanced Academic Programs",https://www.onlinestudies.com/Post-Bachelors-Certificate-in-Government-Analytics/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,The Johns Hopkins Certificate in Government Analytics curriculum provides students with foundational skills in statistical analysis and the opportunity to develop expertise in                                            ...                                                    
289,Summer School 2020: Ruptures and Utopia in Present Societies,Social Science Course,International Psychoanalytic University Berlin,https://www.academiccourses.com/Summer-School-2020-Ruptures-and-Utopia-in-Present-Societies/Germany/International-Psychoanalytic-University-Berlin/,What exactly divides modern societies? What is the function of these cracks? What utopian potential do they foster? The IPU Summer School 2020 addresses these questions from s                                            ...                                                    
290,Graduate Certificate in United Nations Studies,Social Science Course,"Seton Hall University, School of Diplomacy and International Relations",https://www.academiccourses.com/Graduate-Certificate-in-United-Nations-Studies/USA/SHU-SODIR/,Learn about the UN's day-to-day concerns and realities directly from its officials and other experts. Study human resources management in international organizations and explo                                            ...                                                    
291,Arabic Culture & Language Course,Social Science Course,Bar-Ilan University,https://www.academiccourses.com/Arabic-Culture-and-Language-Course/Israel/Bar-Ilan-University/,"Learn spoken Arabic and learn about local customs, culture, and language – an enriching opportunity."
292,"Preparatory Course in Italian Lifestyle, Culture & Language",Social Science Course,Accademia del Lusso,https://www.academiccourses.com/Preparatory-Course-in-Italian-Lifestyle-Culture-and-Language/Italy/AccademiadelLusso/,"Course objectives: to prepare students in the Italian language, teach them about Italian culture & lifestyle, and provide knowledge of some basic principles of fashion and                                            ...                                                    "
293,Winter School Central Europe 2021,Social Science Course,Palacky University,https://www.academiccourses.com/Winter-School-Central-Europe-2021/Czech-Republic/Palacky/,"Discover the enchanting scences of winter in Central Europe. Come and join us this winter for two comprehensive weeks at Palacky University Olomouc, Czechia. You can choose fr                                            ...                                                    "
294,Education Specialist: Counseling (Non-Certification),Social Science Course,University of West Alabama Online,https://www.onlinestudies.com/Education-Specialist-Counseling-(Non-Certification)/USA/University-of-West-Alabama-Online/,Learn more about how best to engage in informed counseling methods to engage with students of all backgrounds through the University of West Alabama's Education Specialist in                                             ...                                                    
295,PgCert in Defence and Security Export,Social Science Course,Cranfield University,https://www.academiccourses.com/PgCert-in-Defence-and-Security-Export/United-Kingdom/Cranfield-Uni/,This course is aimed at those working within the defence and security sector who are looking to expand their knowledge in defence and security marketing. Graduates achieve a h                                            ...                                                    
296,English Today for University Level Students,Social Science Course,International Programs at Tufts University,https://www.academiccourses.com//English-Today-for-University-Level-Students/USA/International-Programs-at-Tufts-University/,"As part of the English Today program, you will build your English language skills through Discover America excursions, weekday classes, and weekend trips and activities. You w                                            ...                                                    "
297,Short Term Certificate Course,Social Science Course,Geneva School of Diplomacy and International Relations,https://www.academiccourses.com/Short-Term-Certificate-Course/Switzerland/GSD/,"By undertaking our accelerated one-semester-immersion course, you will gain first-hand exposure to the work of the international organizations and how diplomatic actors face n                                            ...                                                    "
298,International Foundation Year Society and Culture,Social Science Course,University of Leicester Global Study Centre,https://www.academiccourses.com/International-Foundation-Year-Society-and-Culture/United-Kingdom/University-of-Leicester-Global-Study-Centre/,"On this programme, you will enter the International Foundation Year and are guaranteed progression to the first year of your chosen degree (if you meet the required criteria).                                            ...                                                    "
299,"Women, Gender and Representation",Social Science Course,Summer at Smith College,https://www.academiccourses.com/Women-Gender-and-Representation/USA/Summer-at-Smith-College/,Smith College and the surrounding area are home to unparalleled collections and cultural heritage institutions that offer an immersive experience in women's history. During yo                                            ...                                                    
300,Postgraduate Pathway in International Relations and Criminal Justice,Social Science Course,ICP International College Portsmouth,https://www.academiccourses.com/Postgraduate-Pathway-in-International-Relations-and-Criminal-Justice/United-Kingdom/ICP-International-College-Portsmouth/,The postgraduate pathway is for students who do not meet the traditional entry requirements for Stage 1 (Master's Degree) or who would benefit from additional academic prepara                                            ...                                                    
301,Post-Bachelor's Certificate in Intelligence,Social Science Course,"Johns Hopkins University, Advanced Academic Programs",https://www.onlinestudies.com/Post-Bachelors-Certificate-in-Intelligence/USA/Johns-Hopkins-University-Advanced-Academic-Programs/,"The Johns Hopkins Certificate in Intelligence is designed for students who are interested in intelligence, whether as national security professionals or as citizens and taxpay                                            ...                                                    "
302,Identity-Based Conflict Resolution Summer Course,Social Science Course,Bar-Ilan University,https://www.academiccourses.com/Identity-Based-Conflict-Resolution-Summer-Course/Israel/Bar-Ilan-University/,"Bar-Ilan University is home to many leading scholars and practitioners in the field of conflict resolution. This four-week interdisciplinary summer program, taught in English,                                            ...                                                    "
303,English Today for High School Students,Social Science Course,International Programs at Tufts University,https://www.academiccourses.com//English-Today-for-High-School-Students/USA/International-Programs-at-Tufts-University/,"As part of the English Today High School program, you will build your English language skills through weekday classes and weekend cultural excursion activities. You will live                                             ...                                                    "
304,"University Foundation in Law, Politics and International Relations",Social Science Course,ICP International College Portsmouth,https://www.academiccourses.com/University-Foundation-in-Law-Politics-and-International-Relations/United-Kingdom/ICP-International-College-Portsmouth/,"Students can enter at Stage 1 (University Foundation) and are guaranteed progression to the first year of a relevant degree, providing that progression criterion are met. Stag                                            ...                                                    "
305,Foundation Pathway in Law and International Relations,Social Science Course,University of Northampton International College,https://www.academiccourses.com/Foundation-Pathway-in-Law-and-International-Relations/United-Kingdom/University-of-Northampton-International-College/,"If you’re considering a career in law, investigation, criminology or international relations, this is just the pathway for you. The University of Northampton’s facilities are                                             ...                                                    "
306,Pre-Master's Pathway in International Relations,Social Science Course,University of Northampton International College,https://www.academiccourses.com/Pre-Masters-Pathway-in-International-Relations/United-Kingdom/University-of-Northampton-International-College/,"During your one-semester Pre-Master’s programme in International Relations, you will develop fundamental knowledge and understanding of the basic principles relevant to your c                                            ...                                                    "
307,"Postgraduate Pathway in Languages, Politics and Culture",Social Science Course,"The College, Swansea University",https://www.academiccourses.com/Postgraduate-Pathway-in-Languages-Politics-and-Culture/United-Kingdom/The-College-Swansea-University/,The Swansea University College of Arts and Humanities offers students the opportunity to study a wide range of subjects in a world class environment. The Pre-Masters course of                                            ...                                                    
308,Undergraduate Pathway in Politics and International Relations,Social Science Course,"The College, Swansea University",https://www.academiccourses.com/Undergraduate-Pathway-in-Politics-and-International-Relations/United-Kingdom/The-College-Swansea-University/,Politics is not just about studying government institutions and international relationships; it is a discipline that has explored different visions for a more just society for                                            ...                                                    
309,Discover East Asia: Language and Culture Immersion Program (with A.A. Degree in Liberal Arts),Social Science Course,Hawaii Tokai International College,https://www.academiccourses.com/Discover-East-Asia-Language-and-Culture-Immersion-Program-(with-A.A.-Degree-in-Liberal-Arts)/USA/Hawaii-Tokai-International-College/,"In keeping with its mission as a gateway bridging diverse international perspectives, HTIC offers the Discover East Asia: Language and Culture Immersion Program, which provide                                            ...                                                    "
310,Peace Studies Concentration (with A.A. Degree in Liberal Arts),Social Science Course,Hawaii Tokai International College,https://www.academiccourses.com/Peace-Studies-Concentration-(with-A.A.-Degree-in-Liberal-Arts)/USA/Hawaii-Tokai-International-College/,The Liberal Arts Program offers a Peace Studies Concentration for students interested in pursuing international relations with an emphasis on peace.
311,Human Rights Law,Social Science Course,University of Exeter International Summer School,https://www.academiccourses.com/Human-Rights-Law/United-Kingdom/University-of-Exeter-International-Summer-School/,"This module will focus on the European Convention on Human Rights and its law, as interpreted by the European Court of Human Rights, and by the English courts through the (UK)                                            ...                                                    "
312,"International Relations: Security, Conflict and Peace",Social Science Course,University of Exeter International Summer School,https://www.academiccourses.com/International-Relations-Security-Conflict-and-Peace/United-Kingdom/University-of-Exeter-International-Summer-School/,This stimulating course will provide you with the opportunity to engage with some of the most challenging and pressing issues of international relations and conflict. You will                                            ...                                                    
313,"Victorian Decadents, Degenerates, Goths and Global Citizens",Social Science Course,University of Exeter International Summer School,https://www.academiccourses.com/Victorian-Decadents-Degenerates-Goths-and-Global-Citizens/United-Kingdom/University-of-Exeter-International-Summer-School/,"This module explores a wide range of visual and literary texts, from gothic novels to Pre-Raphaelite paintings, which provide a sense of the extraordinary historical richness                                             ...                                                    "
314,"Introducing Humanism: Non-religious Approaches to Life, with Sandi Toksvig Course - Humanists UK",Social Science Course,FutureLearn,https://www.onlinestudies.com/Introducing-Humanism-Non-religious-Approaches-to-Life-with-Sandi-Toksvig-Course-Humanists-UK/United-Kingdom/FutureLearn/,"Learn about humanism - a non-religious, ethical worldview shared by millions across the world. Presented by Sandi Toksvig."
315,Introduction to British Diplomacy Course - Foreign & Commonwealth Office,Social Science Course,FutureLearn,https://www.onlinestudies.com/Introduction-to-British-Diplomacy-Course-Foreign-and-Commonwealth-Office/United-Kingdom/FutureLearn/,Gain a deeper insight into the work of the UK’s Foreign and Commonwealth Office and its diverse global workforce.
316,Irish 101: An Introduction to Irish Language and Culture Course - Dublin City University,Social Science Course,FutureLearn,https://www.onlinestudies.com/Irish-101-An-Introduction-to-Irish-Language-and-Culture-Course-Dublin-City-University/Ireland/FutureLearn/,Get an introduction to Ireland’s culture by learning the basics of the Irish language.
317,Social Innovation in Rural Areas Course - University of Padova,Social Science Course,FutureLearn,https://www.onlinestudies.com/Social-Innovation-in-Rural-Areas-Course-University-of-Padova/Italy/FutureLearn/,Explore applications of social innovation in rural areas and discover best practices for managing social innovation projects.
318,Supporting Victims of Domestic Violence Course - The University of Sheffield,Social Science Course,FutureLearn,https://www.onlinestudies.com/Supporting-Victims-of-Domestic-Violence-Course-The-University-of-Sheffield/United-Kingdom/FutureLearn/,Learn to recognise the signs of domestic violence and support domestic violence survivors as a health or social care worker.
319,The Book of Kells: Exploring an Irish Medieval Masterpiece Course - Trinity College Dublin,Social Science Course,FutureLearn,https://www.onlinestudies.com/The-Book-of-Kells-Exploring-an-Irish-Medieval-Masterpiece-Course-Trinity-College-Dublin/Ireland/FutureLearn/,"Discover medieval Ireland using the Book of Kells, a ninth-century manuscript featuring the four gospels of the new testament."
320,The Power of Data in Health and Social Care Course - University of Strathclyde,Social Science Course,FutureLearn,https://www.onlinestudies.com/The-Power-of-Data-in-Health-and-Social-Care-Course-University-of-Strathclyde/United-Kingdom/FutureLearn/,Discover the power of data analytics for individuals and organisations working in health and social care.
321,Medicine Administration for Carers Course - UEA (University of East Anglia),Social Science Course,FutureLearn,https://www.onlinestudies.com/Medicine-Administration-for-Carers-Course-UEA-(University-of-East-Anglia)/United-Kingdom/FutureLearn/,Learn about the 6 'R's of medicine administration (including medicine administration routes) and understand related legislation.
322,"Global Health, Conflict and Violence Course - University of Bergen",Social Science Course,FutureLearn,https://www.onlinestudies.com/Global-Health-Conflict-and-Violence-Course-University-of-Bergen/Norway/FutureLearn/,"Understand the role of medical peace work, and consider the role of healthcare workers in times of conflict and violence."
323,Global Studies: Cultures and Organizations in International Relations Course - Grenoble Ecole de Management,Social Science Course,FutureLearn,https://www.onlinestudies.com/Global-Studies-Cultures-and-Organizations-in-International-Relations-Course-Grenoble-Ecole-de-Management/France/FutureLearn/,"Explore whether cultural, institutional and environmental differences can be overcome to create a more cooperative world."
324,Global Studies: Risks and Threats in International Relations Course - Grenoble Ecole de Management,Social Science Course,FutureLearn,https://www.onlinestudies.com/Global-Studies-Risks-and-Threats-in-International-Relations-Course-Grenoble-Ecole-de-Management/France/FutureLearn/,Explore global issues and discover how cultural divides and security threats impact foreign affairs and global policies.
325,Global Studies: The Future of Globalization Course - Grenoble Ecole de Management,Social Science Course,FutureLearn,https://www.onlinestudies.com/Global-Studies-The-Future-of-Globalization-Course-Grenoble-Ecole-de-Management/France/FutureLearn/,Understand why some governments try to retrieve their sovereignty and leave global institutions.
326,Improve Your Intercultural Competence Course - Purdue University,Social Science Course,FutureLearn,https://www.onlinestudies.com/Improve-Your-Intercultural-Competence-Course-Purdue-University/United-Kingdom/FutureLearn/,"Develop the attitudes, skills and knowledge required to thrive in diverse workplaces."
327,Cultural Diplomacy Course - European University Institute (EUI),Social Science Course,FutureLearn,https://www.onlinestudies.com/Cultural-Diplomacy-Course-European-University-Institute-(EUI)/Italy/FutureLearn/,"Get an introduction to cultural diplomacy, learning what it means, how it works, and its importance in today's polarised world."
328,Forensic Archaeology and Anthropology Course - Durham University,Social Science Course,FutureLearn,https://www.onlinestudies.com/Forensic-Archaeology-and-Anthropology-Course-Durham-University/United-Kingdom/FutureLearn/,"Enter the fascinating world of forensics, and learn how the deceased are located, recovered and analysed using DNA and pathology."
