,JobTitle,Company,Location,Year,Month,Day,JobDescription,Salary,Link
1470,Early Learning Centre Co-Educator,"CAREERONE PARTNER NETWORK - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"Early Learning Centre Co-educators Bethany Christian School Incorporated (see more jobs from this school) PARALOWIE, SA  Early Childhood Worker Contract Type: Contract Position Part Time (0.50 FTE) Applications Close: 12 October 2020  Early Learning Centre Co-...",Not provided,https://www.adzuna.com.au/land/ad/1744717247?se=JoX4IywQ6xGjOdrEuqZ9gA&v=AB7B01779EDD9A3D53BDAC0ECC8D57525B22CE08
1471,Account Manager (Banking & Finance) - 1st Executive,1ST EXECUTIVE - VIC,VIC,2020,10,17,Fast growing Non-Bank Lender Flexible work and life balance OTE circa $150k The Company This growing finance company is a privately owned non-bank lender that specialises in short-term commercial finance. This organisation is focused on creative problem ...,Not provided,https://www.adzuna.com.au/land/ad/1765357464?se=JoX4IywQ6xGjOdrEuqZ9gA&v=670D026AB40D557EF9527A1BDD3787E629AB4811
1472,Clinical Research Associate/Senior Clinical Research Associate,"HEALTHCARE PROFESSIONALS GROUP - SOUTH AUSTRALIA, ADELAIDE","SOUTH AUSTRALIA, ADELAIDE",2020,10,17,About the company Our client is global CRO who are seeking an experienced Clinical Research Associate to join their team. This ro le will be outsourced to a global pharma who have a strong portfolio of products and an even stronger pipeline of studies. About ...,Not provided,https://www.adzuna.com.au/details/1732719830?se=JoX4IywQ6xGjOdrEuqZ9gA&v=2C1D1F0D28198485456D8B03B647A7E350BD6E05
1473,Switchroom Engineer (Mechanical or Structural),"RANDSTAD - SOUTH AUSTRALIA, ADELAIDE","SOUTH AUSTRALIA, ADELAIDE",2020,10,17,"Our client, a leading manufacturer of bespoke transportable switch rooms and switchboard solutions is currently seeking a Switchroom Engineer. Having developed a strong sales pipeline; the client is looking to expand several areas within their business. ...",Not provided,https://www.adzuna.com.au/details/1731394108?se=JoX4IywQ6xGjOdrEuqZ9gA&v=0B9EDACD3BD4FDBC5C217B045DBDCED11922A214
1474,Foundry Workers,"CAREERONE PARTNER NETWORK - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"Foundry workers - Adelaide SA Casual A long established Adelaide foundry located in Ashford, is seeking to employ the services of skilled workers for the foundry. The positions will be casual ongoing for successful candidates. On the job Training Provided. If ...",Not provided,https://www.adzuna.com.au/land/ad/1716374857?se=JoX4IywQ6xGjOdrEuqZ9gA&v=9847FC05554CF89FF295DFDF7C5AA9F865C288FB
1475,Crew Member - Rundle Street,"HUNGRY JACK'S - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"Variety of shifts available (Casual, part-time and full time) Global Brand Staff Discount About Hungry Jack's Hungry Jack's® is a franchise of the international Burger King Corporation. With over 440 stores in Australia and more than 18,500 employees, we are ...",Not provided,https://www.adzuna.com.au/details/1602991745?se=JoX4IywQ6xGjOdrEuqZ9gA&v=F1B79DFEABCF51C705A2DBDD5F0489E86EC9BD80
1476,Test Analyst,"GREEN LIGHT - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"Functional, Integration & System Testing Green Light Australia is looking for a passionate Test Analyst who can join our Adelaide operations, working in a dynamic, challenging project. You will have strong experience in identifying, developing executing ...",Not provided,https://www.adzuna.com.au/land/ad/1767352398?se=JoX4IywQ6xGjOdrEuqZ9gA&v=3B0B0A9BA6591D7D1308902DEBBD142243A45D32
1477,Study Director - Immunobiology,"AGILEX BIOLABS - ADELAIDE (SUBURB), ADELAIDE","ADELAIDE (SUBURB), ADELAIDE",2020,10,17,Agilex Biolabs is a Regulated Bioanalytical laboratory which offers specialised services supporting drug development for the pharmaceutical and biotechnology industry. We recognise that our people are our most valuable asset. It is through our employees’ ...,Not provided,https://www.adzuna.com.au/land/ad/1735778154?se=JoX4IywQ6xGjOdrEuqZ9gA&v=70D22BC71C7ECA54D9B4AA57DA35EC56B2354EB0
1478,Community Disability Support Worker - Whyalla,KINCARE - ADELAIDE SA 5000,ADELAIDE SA 5000,2020,10,17,"Job no: 496565 Work type: Casual Location: SA - Adelaide North and East Categories: Disability Support Worker Whyalla Region of Adelaide One Team, Our Customer We care, We make it happen, We focus on the moment, We listen KinCare is a leading national provider...",Not provided,https://www.adzuna.com.au/details/1561102803?se=JoX4IywQ6xGjOdrEuqZ9gA&v=1C404B38A7CEBA4C4B8EAC00465715B16C79B1BF
1479,Staircase Installer,"CAREERONE PARTNER NETWORK - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,STAIRCASE INSTALLER Date listed: 11/9/2020 Hindmarsh Requirements to be successful - Be able to Demonstrate excellent carpentry/cabinet installation skills Reliable Have a current Driver's Licence/access to reliable transport Have your own tools of trade Hold ...,Not provided,https://www.adzuna.com.au/land/ad/1716374938?se=JoX4IywQ6xGjOdrEuqZ9gA&v=5CEBF4B9053ECEB2DA27F91B9B2D34A5253AC6B5
1480,Senior Project Manager,PEOPLEBANK - QLD,QLD,2020,10,17,"We are seeking a Senior Project Manager for a contract running throgh till 30 June 2021 , based in Brisbane CBD. You will utilise your digital learning experience and deliver a service that will provide the foundation for current and future digital learning ...",Not provided,https://www.adzuna.com.au/land/ad/1760770363?se=btJqJiwQ6xGF7dt1xvti3g&v=76C0B6872040470F979499CE2A0BD76BCD37EB7F
1481,Motor Mechanic / Automotive Technician,"IDOM AUTOMOTIVE GROUP - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,Are you looking for a sea change? Ever thought about making the move to sunny Perth? Look no further & join us at IDOM Automotive Group Are you looking for a sea change? Ever thought about relocating to sunny Perth? | Do you require a 482 Sponsorship and had ...,Not provided,https://www.adzuna.com.au/details/1747853095?se=btJqJiwQ6xGF7dt1xvti3g&v=A3C1257CAFE975383A2930EE3EBD19F441805BE2
1482,Customer Service Specialist,"HAYS - SOUTH AUSTRALIA, ADELAIDE","SOUTH AUSTRALIA, ADELAIDE",2020,10,17,Your new company New temporary opportunity exists for an excellent Customer Service Specialist to join a FMCG organisation based in Adelaide's Western Suburbs. This position is to commence immediately until 18 th of December with a potential extension after ...,Not provided,https://www.adzuna.com.au/details/1765467302?se=btJqJiwQ6xGF7dt1xvti3g&v=6EF0531C871AE798F73EB0720F959B1BF9A67223
1483,Sourcing Specialist - Ongoing Contract,"HAYS - SOUTH AUSTRALIA, ADELAIDE","SOUTH AUSTRALIA, ADELAIDE",2020,10,17,Ongoing contract role with immediate start for well-known FMCG company located on city fringe. Your new company A leading Australian FMCG company is currently seeking a strategic sourcing specialist to assist with multiple projects. They have a sizeable client...,Not provided,https://www.adzuna.com.au/details/1734244117?se=btJqJiwQ6xGF7dt1xvti3g&v=C253440E645456B343F699F18ECD6068FAF114DF
1484,Customer Retention Manager (CRM) - Craig Burgess Motor Group,QLD,QLD,2020,10,17,Inner Suburbs Location Multi-Brand New Car Dealership Excellent Career Opportunity The Craig Burgess Motor Group is a household name in the automotive industry with a proud history of delivering the highest standards of customer service and strong community ...,Not provided,https://www.adzuna.com.au/land/ad/1739357391?se=btJqJiwQ6xGF7dt1xvti3g&v=743CC61FD32F248BFA2C846882A163F2341E8389
1485,Mt. Gambier Community Aged Care Worker,UNITING COMMUNITIES ADELAIDE - ADELAIDE,ADELAIDE,2020,10,17,"Uniting Communities is a leading not-for-profit organisation, working across South Australia through more than 90 community service programs. Our team of over 1500 staff and volunteers support and engage with more than 30,000 South Australians each year. We ...",Not provided,https://www.adzuna.com.au/land/ad/1736927758?se=btJqJiwQ6xGF7dt1xvti3g&v=2348A3BE32D566AA2690A7683D161468CAD46D06
1486,Consider a move to sunny Mildura,BUYSEARCHSELL.COM.AU - ADELAIDE SOUTH AUSTRALIA,ADELAIDE SOUTH AUSTRALIA,2020,10,17,"Consider a move to sunny Mildura Foreman job opportunity within Fulton Hogan's Mildura business. Leading a team of up to 9 people to deliver a range of projects including: Asphalting for major projects and sub-divisions, through to car parks and driveways ...",Not provided,https://www.adzuna.com.au/details/1709158947?se=btJqJiwQ6xGF7dt1xvti3g&v=83FD2F678BCFE649D8969545A3140F273C027F4A
1487,Medical Practitioners & Specialists - Careers Connection,CAREERS CONNECTION - VIC,VIC,2020,10,17,Palliative Care Registrar/Advanced Trainee role - new roleBe quick not to miss this rare opportunity - Regional setting Work/life balance - affordable living - friendly community The Role: An exciting newly accredited opportunity exists for a Palliative ...,Not provided,https://www.adzuna.com.au/land/ad/1750865712?se=btJqJiwQ6xGF7dt1xvti3g&v=4B5FDBE6B29292B92739F4A853F9F9B661622AB0
1488,Residents & Registrars - Careers Connection,CAREERS CONNECTION - TAS,TAS,2020,10,17,"28 December until 4 JanuaryNight shiftFlights, hire car and accommodation providedGreat rural location",Not provided,https://www.adzuna.com.au/land/ad/1750865617?se=btJqJiwQ6xGF7dt1xvti3g&v=62D08966753BDFE6AF8AD2023F26DE55A953E2B3
1489,Developers/Programmers - Peoplebank,PEOPLEBANK - VIC,VIC,2020,10,17,"9 months contract role Australia's Big Brand Melbourne CBD Overview: We are currently looking for a 2X Full stack Java Developer to work within a Fast paced environment, with modern cloud technologies for one of the Australia's Big brand. Looking for an ...",Not provided,https://www.adzuna.com.au/land/ad/1763248132?se=btJqJiwQ6xGF7dt1xvti3g&v=27ADBFEF05B2D3C54A2C627A84DA779F32A0CF6A
1490,Information Technologist Developer Heo,"THE UNIVERSITY OF SOUTH AUSTRALIA - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"235344 Information Technologist: Developer (HEO 5)University of South AustraliaAdelaide, South AustraliaAustralia Search Information Technologist: Developer (HEO 5) University of South Australia, Australia Back Email Updated: about 1 hour ago Location: ...",Not provided,https://www.adzuna.com.au/land/ad/1758479049?se=8PePJywQ6xGn_08q82QBrg&v=7F59C912E163DBEAB80D0F7909D499512D9EEB46
1491,VR GP - Mixed Billing - South Adelaide SA,"MEDICAL RECRUITMENT - SOUTH AUSTRALIA, ADELAIDE","SOUTH AUSTRALIA, ADELAIDE",2020,10,17,"Fellowed GP required for a permanent role in the Southern Suburbs of Adelaide SA. DPA Location. Flexible roster to suit your lifestyle. Inherit an existing patient base. This busy, mixed billing Medical Centre is seeking a General Practitioner to join their ...",Not provided,https://www.adzuna.com.au/details/1717914307?se=8PePJywQ6xGn_08q82QBrg&v=A06ABF34F86F74209946FD7DF243C3EB64433884
1492,Early Childhood Teacher,G8 EDUCATION - ADELAIDE,ADELAIDE,2020,10,17,"At G8 Education we understand that learning begins from birth; more development occurs in the human brain between birth to 5 years than at any other time in the life span. So, we continually strive to achieve best practice in early childhood education and care...",Not provided,https://www.adzuna.com.au/details/1697598254?se=8PePJywQ6xGn_08q82QBrg&v=E3FB43B5BCB26D75C3127C4EAA748009FDD406EF
1493,Residents & Registrars - Careers Connection,CAREERS CONNECTION - TAS,TAS,2020,10,17,"28 December until 4 JanuaryEvening shiftFlights, hire car and accommodation providedGreat rural location",Not provided,https://www.adzuna.com.au/land/ad/1750865634?se=8PePJywQ6xGn_08q82QBrg&v=7485E5A73B54188C71AE48BDBC06EE91186D1A70
1494,Private Basketball Teachers & Tutors Wanted in Adelaide,SUPERPROF - ADELAIDE ADELAIDE 5000,ADELAIDE ADELAIDE 5000,2020,10,17,"Company Superprof is a platform which puts people who wish to learn, in touch with those who wish to teach. Our knowledge-sharing platform allows tutors and students to find each other easily and in total confidence. Founded in 2013, we connect motivated ...",Not provided,https://www.adzuna.com.au/land/ad/1746842528?se=8PePJywQ6xGn_08q82QBrg&v=5AD597B53FF607B1BB4F9EC1E7D230C57BE514B5
1495,Registrar - Emergency medicine,MEDRECRUIT - ADELAIDE,ADELAIDE,2020,10,17,Our client is looking for an Emergency Medicine Registrar to locum at a public hospital in SA. They require locum cover for: 16 - 22 November 2020 4 - 6 December 2020 14 - 20 December 2020 28 December 2020 - 3 January 2021 11 - 17 January 2021 25 - 31 January ...,Not provided,https://www.adzuna.com.au/details/1708213867?se=8PePJywQ6xGn_08q82QBrg&v=8AB21681CE21ECA15780F7964D0E2F05ED1C4DD4
1496,Casual Sales Assistant | BRAS N THINGS | Ingle Farm,HANES BRAND - ADELAIDE,ADELAIDE,2020,10,17,Job Type: Casual Category: Retail Location: Adelaide Date Advertised: 08-OCT-20 Job Reference: PAC/1487955/BNTCD Job Title: Casual Sales Assistant | BRAS N THINGS | Ingle Farm Business Unit: Division: Summary: A little about us Bras N Things is Australia's ...,Not provided,https://www.adzuna.com.au/details/1749689439?se=8PePJywQ6xGn_08q82QBrg&v=DF066806042AAE91EB2BE3EC7E2D8F187F17DB3F
1497,Registered Nurse - Temporary Position Bowen,"HEALTH WORKFORCE QUEENSLAND - QUEENSLAND, BOWEN","QUEENSLAND, BOWEN",2020,10,17,"Proposed Commencement Date: 11/11/2020 Position Description: Available on application Town Information: Bowen is a seaside country town with 7 beaches, great outdoors lifestyle and is situated at the top of the Whitsundays, just 45 mins from Airlie Beach and ...",Not provided,https://www.adzuna.com.au/land/ad/1766957053?se=8PePJywQ6xGn_08q82QBrg&v=B6F782A0597646239D05B6AEC6F78216B278C017
1498,Locum Podiatrist,"HEALTHTIMES - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"Locum Podiatrist Locum Podiatrist required for role with regional health service, located just four hours from Adelaide. Youll join a medium size allied health team, including 2 .5 FTE Podiatrists in the region. The role is to start ASAP until Xmas  possible ...",Not provided,https://www.adzuna.com.au/land/ad/1744710432?se=8PePJywQ6xGn_08q82QBrg&v=26EEDBD322A4643B8D203AF35363709A61B25638
1499,Engineering Manager,COOPER ENERGY - ADELAIDE,ADELAIDE,2020,10,17,"Cooper Energy is a growing ASX200 listed exploration and production company and an emerging player in the south-east Australian energy sector. We operate gas exploration and production operations in the offshore Otway and Gippsland Basins, produce oil in the ...",Not provided,https://www.adzuna.com.au/details/1707187215?se=8PePJywQ6xGn_08q82QBrg&v=D3283CE15B10667BAB90E08885824062200C43CF
1500,Renewable Energy Design Engineer,"HAYS - SOUTH AUSTRALIA, ADELAIDE","SOUTH AUSTRALIA, ADELAIDE",2020,10,17,Renewable Energy Design Engineer for commercial projects in South Australia. Your new company This leading renewable energy organisation has established a strong National footprint and are well respected in their field of expertise. Combining high level ...,Not provided,https://www.adzuna.com.au/details/1749083641?se=zrZLKSwQ6xGF7dt1xvti3g&v=9DD9E88CFEAF4ADD790EECDE80A474CA18B5205A
1501,Registrar Psychiatry - HITH,"SKILLED MEDICAL - METROPOLITAN REGION, SA, 5000","METROPOLITAN REGION, SA, 5000",2020,10,17,"A Metropolitan SA hospital requires a Registrar/PHO in Psychiatry from 02/11/2020 to 31/01/2021. For further information about this job, please contact Max Drakeley on 1300 900 100. You must have national medical board registration (AHPRA) in order to apply ...",Not provided,https://www.adzuna.com.au/details/1748735612?se=zrZLKSwQ6xGF7dt1xvti3g&v=4F873E7654A34DA4F6933872AABF7E72760F8485
1502,Office Administrator(Casual Position),BUYSEARCHSELL.COM.AU - ADELAIDE SOUTH AUSTRALIA,ADELAIDE SOUTH AUSTRALIA,2020,10,17,"We are seeking a highly organised, self-motivated Office Administrator to join our organisation. You will coordinate various office tasks and functions to ensure office operations run smoothly at all times. You will be an essential part of our team, welcoming ...",Not provided,https://www.adzuna.com.au/details/1734063537?se=zrZLKSwQ6xGF7dt1xvti3g&v=1E8A3E0988DB2F83C8F8B80A32135ACD019A1104
1503,Relief Worker - G8 Education,"G8 EDUCATION - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,Career advancement opportunities available Supportive and encouraging work environment Develop your future with Australia’s leading provider of Early Childhood Education and Care G8 Education is Australia’s leading name in providing the highest quality of ...,Not provided,https://www.adzuna.com.au/land/ad/1681261478?se=zrZLKSwQ6xGF7dt1xvti3g&v=ABEE54B9C92512E5033A6CD3F69017BFD96AED8A
1504,"Regional VIC Pharmacist Manager $90,000  free accommodation","DEZA PTY LTD - ADELAIDE, SA, 5000","ADELAIDE, SA, 5000",2020,10,17,"Looking to step up to a PM role, but searching for someone to give you the opportunity? Well here it is Are you looking for a PM role with great owners, a welcoming, inclusive community and and a rewarding package? This could be it This role is a great ...",Not provided,https://www.adzuna.com.au/details/1760197238?se=zrZLKSwQ6xGF7dt1xvti3g&v=4C5BE625D1726F220ECFCAE2C4DC963BAED4DF36
1505,Physiotherapist - Community / NDIS - Adelaide SA,"MEDIRECRUIT - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"Our Client: Our client is a National organisation, driven to help people reach their maximum potential. Their growing team of high performing Therapists are most passionate about delivering high-quality services for their patients, as well as building strong ...",Not provided,https://www.adzuna.com.au/land/ad/1765354869?se=zrZLKSwQ6xGF7dt1xvti3g&v=F6F8E8C34AA4F4B9E427BA4053C44136240C0F8F
1506,"Manager, Cyber Security, Heo","THE UNIVERSITY OF SOUTH AUSTRALIA - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"Manager, Cyber Security, HEO 9 Continuing opportunity based at UniSAs Mawson Lakes campus Managerial responsibility of a team of IT security professionals Salary range: $117,998 - $122,072 per annum plus up to 17% superannuation About the Job This position ...",Not provided,https://www.adzuna.com.au/land/ad/1744704591?se=zrZLKSwQ6xGF7dt1xvti3g&v=F076108BBD1EDA823CBFF18758FE7F4385DDEB97
1507,Pharmaceutical Sales Representative - Adelaide,"SAPPHIRE HEALTHCARE RECRUITMENT - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,Top 20 global R&D Company - World class training - Six figure package - Rookies with degrees and sales experience or experienced pharma reps welcome. Global R&D Pharma Company Exceptional training and development SALES SUCCESSES and BACHELOR DEGREE essential ...,Not provided,https://www.adzuna.com.au/details/1760197247?se=zrZLKSwQ6xGF7dt1xvti3g&v=BDFA0128072CA9367830FDA9A26EB7585C6C789C
1508,Relationship Manager - 1st Executive,1ST EXECUTIVE - VIC,VIC,2020,10,17,Fast growing Non-Bank Lender Flexible work and life balance OTE circa $150k The Company This growing finance company is a privately owned non-bank lender that specialises in short-term commercial finance. This organisation is focused on creative problem ...,Not provided,https://www.adzuna.com.au/land/ad/1765361890?se=zrZLKSwQ6xGF7dt1xvti3g&v=EF6FC6259903F11F28E35D32F8E0527A9FF50874
1509,machine operator in Adelaide,"RANDSTAD - ADELAIDE, SOUTH AUSTRALIA","ADELAIDE, SOUTH AUSTRALIA",2020,10,17,Randstad are currenlty recruiting for our new client based out in Two Wells. Our Client is a large fresh produce provider looking for hard working individuals to join their busy Summer season. We currently have multiple opportunities for experienced Machine ...,Not provided,https://www.adzuna.com.au/details/1746803400?se=zrZLKSwQ6xGF7dt1xvti3g&v=B8B7ABB1C90E3823047761EB41F351A91269B7A7
1510,Medical Practitioners & Specialists - Careers Connection,CAREERS CONNECTION - QLD,QLD,2020,10,17,"$2070/day  travel accommodationInpatient, community and outreach with Registrar supportMon-Fri 0830-1630, NO on-call Long locum block available in a hospital located in regional, coastal QLD THE HOSPITAL Public Hospital THE DATES 19 October - 27 November ...",Not provided,https://www.adzuna.com.au/land/ad/1763245206?se=OsSFKiwQ6xGn_08q82QBrg&v=7872871FD2CECB162F7DBE9F84832919769C0543
1511,Medical Practitioners & Specialists - Careers Connection,CAREERS CONNECTION - QLD,QLD,2020,10,17,Earn up to $700k/yearInterest in addictions psychiatry desirableApprox 4 hrs/week remunerated CD duties This is a rare opportunity to join a well established Private Hospital as a VMO and Clinical Director. THE HOSPITAL The hospital is a well established ...,Not provided,https://www.adzuna.com.au/land/ad/1758481350?se=OsSFKiwQ6xGn_08q82QBrg&v=65BAF866AA934EE4185864A3DFB0EC4157CAFBCB
1512,2020 CHRISTMAS CASUAL – Jay Jays – Marion,THE JUST GROUP - ADELAIDE - SOUTH,ADELAIDE - SOUTH,2020,10,17,Do you LOVE Jay Jays? Then why not join us for Christmas Can you provide our customers with exceptional customer service while being the face of our brand? Are you ready to start your career in Australasia's most popular fashion retailers? If you're nodding ...,Not provided,https://www.adzuna.com.au/details/1641185148?se=OsSFKiwQ6xGn_08q82QBrg&v=95CBEAD7DDA38061055E2919A5632ED79A1F914A
1513,Babysitter wanted in Adelaide - babysitting Adelaide,"BABYSITS - ADELAIDE, SOUTH AUSTRALIA","ADELAIDE, SOUTH AUSTRALIA",2020,10,17,"A babysitter wanted in Adelaide for 1 child, babysitting in Adelaide. Hi, I am Pauline and am I looking for a babysitter work whether morning or night am available. I love being around kids because they are so loving and I respect, like playing around with ...",Not provided,https://www.adzuna.com.au/details/1616672357?se=OsSFKiwQ6xGn_08q82QBrg&v=405114F5B42907C4BF4205C0BABFC31AE2F824FC
1514,Shutdown Mechanical Fitter,"HAYS - ADELAIDE, SOUTH AUSTRALIA","ADELAIDE, SOUTH AUSTRALIA",2020,10,17,Multiple shutdown Mechanical Fitter jobs available for day/night shifts from 29th October for two swings. Your new company Our client is a leading specialised service provider to the mining and heavy industrial industries. They currently require a high volume ...,Not provided,https://www.adzuna.com.au/details/1722189799?se=OsSFKiwQ6xGn_08q82QBrg&v=E701EFD9FC10FD794EA1AE5228FC9D30B26DE609
1515,Developer - Peoplebank,PEOPLEBANK - VIC,VIC,2020,10,17,"Our Client: Our client has established a dominant presence within the telecommunications industry, they are currently seeking a Scala Developer on an initial 3 month rolling contract . In this role, you would be responsible for assisting with the development ...",Not provided,https://www.adzuna.com.au/land/ad/1763250524?se=OsSFKiwQ6xGn_08q82QBrg&v=E6AAC6F9BA74752E5A2244DE5185ACCDD521A94F
1516,People & Culture Advisor / Analyst,"STATEWIDE SUPER - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,Convenient Adelaide CBD location True HR generalist opportunity with diverse duties / analysis focus Supportive team environment committed to ongoing development About the company Statewide Super is a proud South Australian based industry super fund that ...,Not provided,https://www.adzuna.com.au/land/ad/1713141158?se=OsSFKiwQ6xGn_08q82QBrg&v=C198C30ED415FAFB033F752E0EB834F275AE8A65
1517,Quality Assurance Associate,"AGILEX BIOLABS - ADELAIDE (SUBURB), ADELAIDE","ADELAIDE (SUBURB), ADELAIDE",2020,10,17,Agilex Biolabs is a Regulated Bioanalytical laboratory which offers specialised services supporting drug development for the pharmaceutical and biotechnology industry. We recognise that our people are our most valuable asset. It is through our employees’ ...,Not provided,https://www.adzuna.com.au/land/ad/1735778250?se=OsSFKiwQ6xGn_08q82QBrg&v=DD77A189B04E87FF206FF1A0A6574C7632E95DCB
1518,IT Support Engineer (Level 2 to 3),"PEOPLEBANK - ADELAIDE CBD, SOUTH AUSTRALIA","ADELAIDE CBD, SOUTH AUSTRALIA",2020,10,17,"Peoplebank are currently recruiting for multiple IT Support Engineers - Level 2 and Level 3 (Desktop and Server mainly) to work on 3 month rolling contract positions, based in Adelaide (extensions highly likely) In this job you will be working within a dynamic...",Not provided,https://www.adzuna.com.au/details/1736276997?se=OsSFKiwQ6xGn_08q82QBrg&v=32C033C27C49DE8E7C210EAB3A7CA60C8B052A57
1519,Friable Asbestos Workers - Adelaide SA,"WORKFORCEXS - ADELAIDE, SA, 5000","ADELAIDE, SA, 5000",2020,10,17,We are currently seeking Experienced Friable Asbestos workers for ongoing work in Adelaide SA & Away works. We are currently seeking Experienced Friable Asbestos workers for ongoing work in Adelaide SA & Away works. Work is based all over Adelaide SA & AWAY ...,Not provided,https://www.adzuna.com.au/details/1733173228?se=OsSFKiwQ6xGn_08q82QBrg&v=9171CF52240B6F324049006E37FD841683E57457
1520,Registered Nurse - Angiography,ST ANDREW'S HOSPITAL - ADELAIDE,ADELAIDE,2020,10,17,"Supportive and inclusive team environment Generous not-for-profit salary packaging benefits Subsidised On-site Car Parking Located on the edge of Adelaide's CBD adjacent to the beautiful South Eastern Park Lands, St Andrew's is the largest independent private ...",Not provided,https://www.adzuna.com.au/details/1763441654?se=0CJYLCwQ6xGjOdrEuqZ9gA&v=717AD0F090AE9829901C6BF7565C5D5EE018131F
1521,Data Analyst,PEOPLEBANK - VIC,VIC,2020,10,17,"Our Client: Our client is a leader within the Australian Supermarket industry. They are currently seeking a Data Analyst for their Data Analytics and Reporting team on an initial 6-month contract. In this role, you would be involved in leveraging all internal ...",Not provided,https://www.adzuna.com.au/land/ad/1730293892?se=0CJYLCwQ6xGjOdrEuqZ9gA&v=5B28669E42A811F1F1EAD3B55E41D96ACC24A01E
1522,Project Manager (IT) - Peoplebank,"PEOPLEBANK - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"A terrific opportunity has become available to join one of Adelaide's most exciting software application companies. You will join a team of some of the brightest minds in the Australian and International IT sector. Offering a high energy, team focused ...",Not provided,https://www.adzuna.com.au/land/ad/1748740018?se=0CJYLCwQ6xGjOdrEuqZ9gA&v=4595DC561E34A684B51DF30B3E5D934B6173C8DA
1523,Tax and SMSF Accountant - Part Time,"HAYS - SOUTH AUSTRALIA, ADELAIDE","SOUTH AUSTRALIA, ADELAIDE",2020,10,17,Your new company This small Accounting Firm located in the Northern suburbs has been operating for many years and offers a friendly and relaxed working environment. Your new role You will be joining the Firm as a Senior Tax Accountant and the Firm is flexible ...,Not provided,https://www.adzuna.com.au/details/1765467308?se=0CJYLCwQ6xGjOdrEuqZ9gA&v=C77A79DDB57830F28F4E1EDB881B32913F63463B
1524,Quality Compliance Specialist,"ADELAIDE, 5000","ADELAIDE, 5000",2020,10,17,"Allity is a team of committed aged care professionals dedicated to redefining the aged care experience for residents, their families and employees. With 44 locations across Australia, our mission is “ Making every day the best it can be” and we are looking for...",Not provided,https://www.adzuna.com.au/details/1724500300?se=0CJYLCwQ6xGjOdrEuqZ9gA&v=18C173FD457B5B17665882F9BA53274499E64CBB
1525,General Practitioner Charters Towers,"HEALTH WORKFORCE QUEENSLAND - QUEENSLAND, CHARTERS TOWERS","QUEENSLAND, CHARTERS TOWERS",2020,10,17,"Town Information: Charters Towers is situated inland in the Burdekin River Valley, about 130 kms southwest from the coastal port of Townsville via the Flinders Highway. Charters Towers at an altitude of 336 metres has an excellent climate - clear, semi-arid, ...",Not provided,https://www.adzuna.com.au/land/ad/1748289108?se=0CJYLCwQ6xGjOdrEuqZ9gA&v=3A4A7FA987027B6F86EC940E9CB187DB12C43ED3
1526,Construction Plumber,"HINDMARSH PLUMBING - ADELAIDE, SA","ADELAIDE, SA",2020,10,17,"Adelaide, SA Leading South Australian plumbing contractor Competitive remuneration and excellent working conditions Strong Safety, Training and Development culture Hindmarsh Plumbing is a proudly South Australian owned and operated business, with over 45 years...",Not provided,https://www.adzuna.com.au/land/ad/1753035582?se=0CJYLCwQ6xGjOdrEuqZ9gA&v=8AA970B0617E0D9BDDB2B286F93060C5602CE52B
1527,"Chief Operations Officer (COO), General Manager (GM), Managing Director (MD) - Agricultural Appointments",AGRICULTURAL APPOINTMENTS - QLD,QLD,2020,10,17,Full commercial and operational management Large corporate entity Very well-established operation THE COMPANY Our client is one of Australia’s largest meat processing and marketing companies with multiple sites across the country. They have a long-term ...,Not provided,https://www.adzuna.com.au/land/ad/1721864601?se=0CJYLCwQ6xGjOdrEuqZ9gA&v=4AAFC2E3150CDAE2A0AD3F3872AE5864DBB4143F
1528,Beautiful DPA location by the coast,"HEALTH WORKFORCE QUEENSLAND - QUEENSLAND, BUNDABERG","QUEENSLAND, BUNDABERG",2020,10,17,"Role Type: General Practitioner Bundaberg Town Information : Bundaberg is a fantastic community offering an array of outdoor activities such as whale watching and the world famous Fraser Island national park, perfect for individuals and families. With an ...",Not provided,https://www.adzuna.com.au/land/ad/1748288593?se=0CJYLCwQ6xGjOdrEuqZ9gA&v=353FDF27A9804F4BED9793072BBDD5CF6DB78527
1529,Community Support Worker SA West,KINCARE - SA - ADELAIDE,SA - ADELAIDE,2020,10,17,"Community Support Worker Western Suburbs of South Australia One Team, Our Customer We care, We make it happen, We focus on the moment, We listen KinCare is a leading national provider of in-home health and wellbeing support. We assist Aged and Disability ...",Not provided,https://www.adzuna.com.au/land/ad/1705796184?se=0CJYLCwQ6xGjOdrEuqZ9gA&v=F9E5838F7838B50FD2A52EA9AB3D925CCA9499D9
